Resource ID,Dataset Name,Description,Dataset URL,Attribution,Dataset Type,Update Frequency,Department Name,Program Name,Spatial Information,Strategic Area,Dataset Updated Date,Dataset Created Date,Metadata Last Updated Date,Data Last Updated Date,Publication Date,Download Count,Page Views Last Week,Page Views Last Month,Page Views Total,Row Count,Cover Image URL,Automation Method,Automation Method Other,Owner Display Name,Tags,Is Public
qxqj-zxnn,Strategic Measures_ Transit Travel Time Reliability: percent change in MetroBus on-time performance,This dataset supports measure M.A.2.a of SD 2023. The source of the data is the Capital Metropolitan Transportation Authority. Each row displays the statistics related to performance by time.This dataset can be used to know more about on-time performance trends for transit in Austin. View more details and insights related to this measure on the story page : https://data.austintexas.gov/stories/s/M-A-2-a-Transit-Travel-Time-Reliability-percent-ch/ktzy-fxx3/,https://data.austintexas.gov/d/qxqj-zxnn,"City of Austin, Texas - data.austintexas.gov",dataset,Annually,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:35:27 AM,12/07/2020 01:23:10 PM,04/08/2025 11:35:27 AM,04/28/2023 01:58:50 PM,12/07/2020 01:38:42 PM,33,0,2,56,7,,Manual,,transportation.data@austintexas.gov,"austin transportation department, capital metropolitan transportation authority, city of austin, transit",true
gfmb-d7ar,Strategic Measure_Number of Nonstop Destinations by Fiscal Year,"The data set supports measure M.A.8 and is comprised of the number of domestic and international non-stop destinations from the Austin airport by fiscal year. A nonstop destination is when you fly straight from one airport to another, with no stops along the way. AUS receives an annual report from the Cirium DIIO database. AUS monitors the non-stop destinations because of its implications for passenger growth.
View more details and insights related to this data set on the story page: https://data.austintexas.gov/stories/s/Number-of-Nonstop-Destinations-by-Fiscal-Year/v2qm-a67r/",https://data.austintexas.gov/d/gfmb-d7ar,"City of Austin, Texas - data.austintexas.gov",dataset,Annually,Aviation,,,,04/07/2025 02:52:18 PM,08/18/2020 03:55:53 PM,04/07/2025 02:52:18 PM,12/28/2023 11:30:44 AM,12/28/2023 11:30:51 AM,63,0,3,127,18,,,,AVA Open Data Asset Owners (Aviation),"airport, aviation, destinations, sd23",true
88jf-kcqe,Parkfield Drive espanol,El departamento de Transporte y Obras Públicas de Austin (TPW) ha completado mejoras en Parkfield Drive desde Payton Gin Road hasta Rundberg Lane cerca de Wooldridge Elementary School para mejorar la seguridad y la movilidad para todos. Otros cambios en Parkfield Drive desde Rundberg Lane hasta Mearns Meadow Boulevard y Payton Gin Road se realizarán en una fase futura.,https://data.austintexas.gov/d/88jf-kcqe,"City of Austin, Texas - data.austintexas.gov",story,As Needed,Transportation and Public Works,,,,01/10/2025 01:23:49 PM,11/30/2020 04:45:57 PM,04/08/2025 11:35:34 AM,01/10/2025 01:23:49 PM,11/30/2020 05:08:41 PM,0,1,2,115,,,,,TPW PIO Data Owners (Transportation Public Works),,true
y8d2-q7cq,Strategic Measures_Transit Travel Time Reliability: Percent change in MetroBus on-time performance by Type,This dataset supports measure M.A.2.a of SD 2023. The source of the data is Capital Metro. Each row displays the statistics related to performance by time.This dataset can be used to know more about on-time performance trends for transit in Austin. View more details and insights related to this measure on the story page : https://data.austintexas.gov/stories/s/M-A-2-a-Transit-Travel-Time-Reliability-percent-ch/ktzy-fxx3/,https://data.austintexas.gov/d/y8d2-q7cq,"City of Austin, Texas - data.austintexas.gov",dataset,Annually,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:35:35 AM,11/22/2020 06:44:42 PM,04/08/2025 11:35:35 AM,04/28/2023 02:04:33 PM,12/23/2020 12:25:07 PM,27,0,3,94,21,,Manual,,transportation.data@austintexas.gov,"capital metropolitan transportation authority, transit, transportation",true
ft3n-udtt,Strategic Measure_Number of fatalities and serious injuries on the High-Injury Network,"This dataset supports measure M.D.3 of SD 2023. The original source of the data is the Texas Department of Transportation supplemented by analysis from the Austin Transportation Department.  Each row represents the number of fatalities or injuries on the High Injury Network for a year. This dataset can be used to see how many fatalities and serious injuries have occurred on the High Injury Network. 

View more details and insights related to this measure on the story page: https://data.austintexas.gov/stories/s/M-D-3-Number-of-fatalities-and-serious-injuries-on/i39b-qmzk/",https://data.austintexas.gov/d/ft3n-udtt,"City of Austin, Texas - data.austintexas.gov",dataset,Annually,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:35:37 AM,08/31/2020 12:56:13 PM,04/08/2025 11:35:37 AM,04/28/2023 01:48:35 PM,03/18/2021 02:20:16 PM,68,1,2,98,7,,Manual,,transportation.data@austintexas.gov,"austin transportation department, city of austin, safety, transportation",true
53jy-y8pj,TRANSPORTATION_markings_specialty_point,"Point feature class of specialty markings on the City of Austin maintained streets. The assets were referenced using NearMap imagery and work orders submitted through the Signs and Markings Data Tracker. The dataset use segment ID and intersection ID as a spatial reference. Specialty markings are seperated into types that include arrows, word legends, parking space boundaries, raised pavement markings (RPM), symbols, and other pavement markings.",https://data.austintexas.gov/d/53jy-y8pj,"City of Austin, Texas - data.austintexas.gov",dataset,Daily,Transportation and Public Works,Signs and Markings,,,04/10/2025 12:14:50 PM,10/17/2018 07:02:34 PM,04/08/2025 11:35:42 AM,04/10/2025 12:14:50 PM,03/04/2022 10:47:56 PM,739,0,3,182,"43,066",,REST API,,transportation.data@austintexas.gov,"arrows, atd, legends, marking, parking, pavement marking, point, raised pavement marking, rpm, specialty markings, symbols, word",true
6pkw-7frd,Completed_Sidewalks_2021_09_30,This layer depicts an inventory of sidewalk infrastructure. This data was collected in 2006/2007 as part of the sidewalk master plan.,https://data.austintexas.gov/d/6pkw-7frd,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,,,,04/10/2025 12:22:39 PM,08/29/2017 12:46:31 AM,04/10/2025 12:22:39 PM,06/28/2024 09:25:53 PM,08/29/2017 12:46:35 AM,31,0,4,148,"11,945",,Manual,,transportation.data@austintexas.gov,"agoltosocrata, pwd",true
gft7-wur3,Strategic Measure_Right of Way Obstructions,"This dataset provides data describing Public Works Department responses to 311 calls regarding obstructions of the City right of way.  The data comes from the department's Maximo work order management system. Each row represents one 311 Customer Service Request (CSR).

View more details and insights related to this data set on the story page: https://data.austintexas.gov/stories/s/Percentage-of-infrastructure-classified-as-poor-or/smwq-cx27/",https://data.austintexas.gov/d/gft7-wur3,"City of Austin Public Works Department, Office of the City Engineer",dataset,As needed,Transportation and Public Works,,,,04/08/2025 11:35:40 AM,01/20/2021 11:27:06 AM,04/08/2025 11:35:40 AM,03/27/2023 02:16:43 PM,01/20/2021 11:48:45 AM,37,0,3,86,"15,847",,,,TPW Legacy Public Works Assets,"city of austin, infrastructure, infrastructure maintenance, mobility, sd23, transportation",true
58ki-vegs,Strategic Yearly Measures for Vehicle Travel Along Major City Corridors,"This dataset represents the SD 2023 mobility measures and others calculated on a yearly basis (both Fiscal and Calendar Years), adjusted for the current alignments of major city corridors and the latest mapping layout contained within the anonymous travel speed data provided by INRIX. Each row represents a metric recorded for each hour in an average weekend or weekday for corresponding major corridors. Corridor definitions:

Corridor definitions: https://data.austintexas.gov/Transportation-and-Mobility/Major-City-Corridors-for-Strategic-Measures/iyqh-bgm4",https://data.austintexas.gov/d/58ki-vegs,"City of Austin, Texas - data.austintexas.gov",dataset,Monthly,Transportation and Public Works,Office of Performance Management,,Mobility,04/08/2025 11:35:43 AM,11/16/2022 04:16:31 PM,04/08/2025 11:35:43 AM,01/24/2025 11:57:09 AM,12/18/2023 08:13:43 AM,36,0,5,206,"286,589",,Manual,,transportation.data@austintexas.gov,"austin transportation department, city of austin, transportation",true
fi2q-4nnb,"Strategic Measures_Number of transportation projects, programs, and initiatives that are coordinated with partner agencies","This dataset supports measure M.A.10 of SD 2023. The source of the data is the Austin Transportation Department. Each row represents a project in which the City of Austin was a sponsoring agency with a partner involved or if another agency was the lead and the City of Austin was a supporting partner. This dataset can be used to look at the transportation projects, programs and initiatives that the City of Austin is working in coordination with other agencies. 

View more details and insights related to this measure on the story page : https://data.austintexas.gov/stories/s/yejj-ryqx",https://data.austintexas.gov/d/fi2q-4nnb,"City of Austin, Texas - data.austintexas.gov",dataset,Annually,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:35:45 AM,09/17/2020 02:59:22 PM,04/08/2025 11:35:45 AM,05/12/2023 01:11:26 PM,09/28/2020 01:55:24 PM,41,0,3,117,104,,Manual,,transportation.data@austintexas.gov,"austin transportation department, city of austin, transportation",true
nge6-5asq,TRANSPORTATION.markings_specialty_point_dates,"Related table of specialty markings dates. The work order ID originated from the roadway markings work orders and the contractor work order dataset that pulls from the Signs and Markings Operations Work Order tracking system. The work dates originate from data tracker or were collected in GIS prior to the association of work order IDs to specialty markings assets. Specialty markings are separated into types that include arrows, word legends, parking space boundaries, raised pavement markings (RPM), symbols, and other pavement markings.

This dataset contains related records for the TRANSPORTATION.markings_specialty_point layer: https://data.austintexas.gov/Transportation-and-Mobility/TRANSPORTATION_markings_specialty_point/53jy-y8pj",https://data.austintexas.gov/d/nge6-5asq,Austin Transportation,dataset,Daily,Transportation and Public Works,Signs and Markings,,Mobility,04/11/2025 02:21:57 AM,07/14/2023 10:41:38 AM,04/11/2025 02:21:48 AM,04/11/2025 02:21:57 AM,02/22/2024 11:14:35 AM,14,0,2,223,"67,373",,FME,,transportation.data@austintexas.gov,"arrows, atd, legends, marking, parking, pavement marking, point, raised pavement marking, rpm, specialty markings, symbols, word, dates",true
u7cg-k9ts,Strategic Measures_Percentage of new residential units permitted within a quarter-mile of a high-frequency transit route or protected bicycle facility,"This dataset supports M.C.1.a of SD 2023. The data on permitted new residential units is collected by the Development Services Department and accessed by staff through the permit database known as AMANDA. Spatial data on existing high-frequency transit routes is provided by Capital Metro, while data on existing protected bicycle infrastructure is maintained by the Austin Transportation Department and the Public Works Department. Each row displays residential units permitted each fiscal year and how many are within a quarter mile of a high frequency transit route or protected bicycle facility.The dataset can be used to understand residential development trends in relation to high frequency transit routes. View more details at https://data.austintexas.gov/stories/s/e458-a9pt",https://data.austintexas.gov/d/u7cg-k9ts,"City of Austin, Texas - data.austintexas.gov",dataset,Annually,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:35:49 AM,09/14/2020 08:53:17 PM,04/08/2025 11:35:49 AM,05/05/2023 10:37:31 AM,12/23/2020 11:07:26 AM,43,0,2,98,8,,Manual,,transportation.data@austintexas.gov,"austin transportation department, city of austin, high frequency transit routes, permits, residential units",true
38mr-dwji,311 Service Requests - Austin Transportation and Public Works,This dataset lists all the 311 service requests from the public assigned to the Transportation and Public Works Department at the City of Austin starting from fiscal year 10/01/2021 to present. This dataset is updated daily using the sodapy Python library.,https://datahub.austintexas.gov/d/38mr-dwji,"City of Austin, Texas - data.austintexas.gov",dataset,Daily,Transportation and Public Works,Data and Technology Services Division,State Plane X and Y coordinate for location of 311 service requests,Mobility,04/11/2025 02:41:56 AM,08/14/2023 01:35:16 PM,04/08/2025 11:31:03 AM,04/11/2025 02:41:56 AM,07/30/2024 10:31:19 AM,22,10,39,501,"249,187",,SodaPY,,transportation.data@austintexas.gov,"311, 311 sr, csr, csrs, mobility, public works, service requests, sr, tpw, transportation, transportation and public works",false
rczx-h2ey,TRANSPORTATION_markings_specialty_line,"Line feature class of specialty markings on the City of Austin maintained streets. The assets were referenced using NearMap imagery and work orders submitted through the Signs and Markings Data Tracker. The dataset use segment ID and intersection ID as a spatial reference. Specialty markings include delineators, curbs, raised pavement marking lane seperators, and concrete domes.",https://data.austintexas.gov/d/rczx-h2ey,"City of Austin, Texas - data.austintexas.gov",dataset,Daily,Transportation and Public Works,Signs and Markings,,,04/09/2025 03:40:26 AM,10/17/2018 08:03:37 PM,04/08/2025 11:35:53 AM,04/09/2025 03:40:26 AM,03/04/2022 11:31:39 PM,453,0,2,122,"5,759",,REST API,,transportation.data@austintexas.gov,"agoltosocrata, arrows, atd, legends, marking, parking, pavement marking, point, raised pavement marking, rpm, specialty markings, symbols, word",true
hsgx-4jua,Strategic Measure_M.C.7 Percent of people working in Austin that come from outside Austin,"This is a historical measure for Strategic Direction 2023. For more data on Austin demographics please visit austintexas.gov/demographics.

This measure answers the question of percentage of people working in Austin that come from outside Austin. The LODES program collects administrative records from unemployment insurance reporting systems. Residence location is derived from annual federal administrative data. LODES are produced and released at the census block level, with all tabulations consisting of paired, origin-destination flows that can also be aggregated to the residence and workplace margins.

View more details and insights related to this data set on the story page:  https://data.austintexas.gov/stories/s/8nmp-gdjr",https://data.austintexas.gov/d/hsgx-4jua,"City of Austin, Texas - data.austintexas.gov",dataset,Not updated/Historical,Planning,,,,04/08/2025 01:32:42 PM,09/20/2020 03:32:01 PM,04/08/2025 01:32:42 PM,12/30/2021 04:30:10 PM,12/30/2021 04:24:40 PM,43,0,4,73,5,,,,PLD Open Data Asset Owners (Planning),,true
gpfw-cbyi,bicycle_corridors_2035,This file prioritizes general improvements to regional on and off-street bicycle corridors in the CAMPO 2035 Regional Transportation Plan.,https://data.austintexas.gov/d/gpfw-cbyi,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,,,,04/08/2025 11:35:55 AM,03/05/2015 03:27:36 PM,04/08/2025 11:35:55 AM,,,482,0,5,106,"10,874",,Manual,,transportation.data@austintexas.gov,"bicycle, corridors, mobility, transportation",true
k6hg-dbud,Austin Woods Drive Public Input Summary,"After reviewing community feedback, Austin Public Works and Austin Transportation are moving forward with the construction of Sidewalk Option 2 - a sidewalk along the north side of Austin Woods Drive between Mesa Drive and Tallwood Drive.",https://data.austintexas.gov/d/k6hg-dbud,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,02/14/2023 02:10:29 PM,05/29/2021 11:06:51 AM,04/08/2025 11:35:57 AM,02/14/2023 02:10:29 PM,05/29/2021 10:45:21 PM,0,1,1,26,,,,,TPW PIO Data Owners (Transportation Public Works),,true
exck-px5c,Strategic_Measures_Race/ ethnicity of BIPOC mobility engagement process participants compared to the race/ ethnicity of Austin,This dataset supports measure M.C.5 of SD 2023. The sources of data are the American Community Survey and the Austin Transportation Department. Each row displays the percentage of people in different demographic categories who participated in mobility engagement process as compared to percentage of people in the same demographic category in Austin. This dataset can be used to understand how well the City reaches different communities and subpopulations when soliciting public input. View more details at https://data.austintexas.gov/stories/s/Percentage-of-participants-in-mobility-public-enga/pfnb-5uev/.,https://data.austintexas.gov/d/exck-px5c,"City of Austin, Texas - data.austintexas.gov",dataset,Annually,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:36:00 AM,04/01/2021 11:22:16 AM,04/08/2025 11:36:00 AM,05/05/2023 11:19:31 AM,04/01/2021 11:24:14 AM,47,2,7,112,2,,Manual,,transportation.data@austintexas.gov,"austin transportation department, citizen survey demographics, demographics, mobility, public engagement, transportation",true
dz5t-uc8i,Strategic Measures_Change in average MetroBus travel speed.,"This dataset supports measure M.A.5.a of SD 2023.
The source of the data is the Capital Metropolitan Transportation Authority.
Each row displays the average speed for bus transit for that year. This dataset can be used to know more about average speed trends for bus transit in Austin. View more details and insights related to this measure on the story page : https://data.austintexas.gov/stories/s/Change-in-average-MetroBus-travel-speed/xxgc-8j6n/",https://data.austintexas.gov/d/dz5t-uc8i,"City of Austin, Texas - data.austintexas.gov",dataset,Annually,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:36:02 AM,11/29/2020 06:40:55 PM,04/08/2025 11:36:02 AM,05/01/2023 10:58:16 AM,12/04/2020 12:48:54 PM,48,0,1,90,7,,Manual,,transportation.data@austintexas.gov,"austin transportation department, average speed, capital metropolitan transportation authority, transit",true
5mnr-6pmn,"Strategic_Measures_Percentage of participants in mobility public engagement processes that identify as African American, Asian, Hispanic/Latino, Indigenous, Pacific Islander, and/or other people of color",This dataset supports measure M.C.5 of SD 2023. The sources of data are the American Community Survey and the Austin Transportation Department. Each row displays the percentage of people in different demographic categories who participated in mobility engagement process as compared to percentage of people in the same demographic category in Austin. This dataset can be used to understand how well the City reaches different communities and subpopulations when soliciting public input. View more details at https://data.austintexas.gov/stories/s/Percentage-of-participants-in-mobility-public-enga/pfnb-5uev/,https://data.austintexas.gov/d/5mnr-6pmn,"City of Austin, Texas - data.austintexas.gov",dataset,Annually,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:36:04 AM,03/05/2021 01:22:54 PM,04/08/2025 11:36:04 AM,05/05/2023 11:11:07 AM,03/05/2021 03:38:08 PM,26,0,2,52,18,,Manual,,transportation.data@austintexas.gov,"austin transportation department, citizen survey demographics, demographics, mobility, public engagement, public process, transportation",true
kdpt-hjpt,Strategic Measures_ Percent of development projects that meet or exceed drive alone trip targets,This dataset supports measure M.A.4. of SD 2023. The source of the data is the Austin Transportation Department. Each row displays a development project. This dataset can be used to understand how many development projects met or exceeded drive alone trip targets. View more details and insights related to this measure on the story page : https://data.austintexas.gov/stories/s/2nus-e2iu/,https://data.austintexas.gov/d/kdpt-hjpt,"City of Austin, Texas - data.austintexas.gov",dataset,Annually,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:36:06 AM,11/18/2020 02:18:59 PM,04/08/2025 11:36:06 AM,05/10/2023 11:38:08 AM,11/22/2020 06:30:03 PM,33,0,4,76,156,,Manual,,transportation.data@austintexas.gov,"austin transportation department, city of austin, drive alone, drive alone trip, mobility, single occupancy vehicle trip, trips",true
svxb-gk5m,M.C.1.b - Percentage of new commercial square footage permitted within a quarter-mile of a high-frequency transit route or of a protected bicycle facility,M.C.1.b - Percentage of new commercial square footage permitted within a quarter-mile of a high-frequency transit route or of a protected bicycle facility,https://data.austintexas.gov/d/svxb-gk5m,"City of Austin, Texas - data.austintexas.gov",story,Annually,Transportation and Public Works,Office of Performance Management,,,05/12/2023 11:49:27 AM,09/15/2020 08:42:02 AM,04/08/2025 11:36:07 AM,05/12/2023 11:49:27 AM,09/15/2020 08:43:22 AM,0,1,3,91,,,Manual,,transportation.data@austintexas.gov,,true
xynk-x2fi,Current Traffic Signal Request Ranking,"This view displays the most current traffic signal request ranking. 

The view is based on the signal request master list, available here:
https://data.austintexas.gov/dataset/Traffic-and-Pedestrian-Signal-Requests/f6qu-b7zb

You may also be interested in our interactive request dashboard, available here: 
http://transportation.austintexas.io/signal-requests/

For additional information about traffic signal requests, visit the website of the City of Austin Transportation Department - Arterial Management Division:
http://www.austintexas.gov/department/arterial-management",https://datahub.austintexas.gov/d/xynk-x2fi,"City of Austin, Texas - data.austintexas.gov",filter,As needed,Transportation and Public Works,,,,04/08/2025 11:31:07 AM,02/06/2017 04:05:14 PM,04/08/2025 11:31:07 AM,01/17/2023 11:37:50 AM,08/18/2017 12:50:57 AM,21,1,1,459,,,Manual,,transportation.data@austintexas.gov,"mobility, pedestrians, phbs, safety, traffic, transit, transportation",false
2eqn-ixp5,TRANSPORTATION.markings_short_line_dates,"Related table of short line markings dates. The work order ID originated from the roadway markings work orders and the contractor work order dataset that pulls from the Signs and Markings Operations Work Order tracking system. The work dates originate from data tracker or were collected in GIS prior to the association of work order IDs to short line markings assets. Short line includes crosswalks, stop lines, school zone lines, and yield lines.

This dataset contains related records for the TRANSPORTATION.markings_short_line layer: https://data.austintexas.gov/Transportation-and-Mobility/TRANSPORTATION-markings_short_line/9hak-anfp",https://data.austintexas.gov/d/2eqn-ixp5,Austin Transportation,dataset,Daily,Transportation and Public Works,Signs and Markings,,Mobility,04/11/2025 02:21:13 AM,07/14/2023 10:34:50 AM,04/11/2025 02:21:05 AM,04/11/2025 02:21:13 AM,12/21/2023 12:00:42 PM,6,0,4,225,"32,395",,FME,,transportation.data@austintexas.gov,"atd, austin, transportation, short line, crosswalk, stop bar, stop line, school zone line, transverse, continental, yield line, signs and markings, pavement markings, roadway markings, markings, dates",true
cn9s-nyq3,Strategic Measures_Percentage of permitted new commercial square footage within a quarter mile of a high-frequency transit route or protected bicycle facility,"This dataset supports measure M.C.1.b of SD 2023. The data on permitted new non residential development is collected by the Development Services Department and accessed by staff through the permit database known as AMANDA. Spatial data on existing high-frequency transit routes is provided by Capital Metro, while data on existing protected bicycle infrastructure is maintained by the Austin Transportation Department and the Public Works Department. Each row displays the commercial square footage permitted each fiscal year and how much is within a quarter mile of a high frequency transit route or protected bicycle facility. The dataset can be used to understand non residential development trends in relation to high frequency transit routes. View more details at https://data.austintexas.gov/stories/s/e458-a9pt",https://data.austintexas.gov/d/cn9s-nyq3,"City of Austin, Texas - data.austintexas.gov",dataset,Annually,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:36:11 AM,09/14/2020 08:42:41 PM,04/08/2025 11:36:11 AM,05/05/2023 11:04:49 AM,03/16/2021 10:46:06 AM,56,0,2,82,8,,Manual,,transportation.data@austintexas.gov,"austin transportation department, city of austin, commercial, high frequency transit routes, non-residential development, permits",true
h4cy-hpgs,Traffic and Pedestrian Signal Evaluations [BETA],** This dataset is currently under construction and subject to change at any time. The records in this dataset do not reflect actual business records and have been created for demonstration purposes only **,https://data.austintexas.gov/d/h4cy-hpgs,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Arterial Management Division,,,04/10/2025 04:06:25 AM,08/11/2022 11:33:57 AM,04/08/2025 11:36:14 AM,04/10/2025 04:06:25 AM,08/11/2022 11:36:52 AM,25,0,3,99,464,,Manual,,transportation.data@austintexas.gov,"mobility, traffic, traffic signals, transportation",true
kzp3-82am,Strategic Measures_Percentage of new residential units by type permitted within a quarter-mile of a high-frequency transit route or protected bicycle facility,"This dataset supports M.C.1.a of SD 2023. The data on permitted new residential units is collected by the Development Services Department and accessed by staff through the permit database known as AMANDA. Spatial data on existing high-frequency transit routes is provided by Capital Metro, while data on existing protected bicycle infrastructure is maintained by the Austin Transportation Department and the Public Works Department. Each row displays residential units permitted each fiscal year and how many are within a quarter mile of a high frequency transit route or protected bicycle facility.The dataset can be used to understand residential development trends in relation to high frequency transit routes. View more details at https://data.austintexas.gov/stories/s/e458-a9pt",https://data.austintexas.gov/d/kzp3-82am,"City of Austin, Texas - data.austintexas.gov",dataset,Annually,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:36:13 AM,12/23/2020 10:33:54 AM,04/08/2025 11:36:13 AM,05/05/2023 10:58:03 AM,02/22/2021 02:03:51 PM,51,0,2,75,8,,Manual,,transportation.data@austintexas.gov,"austin transportation department, bicycle facilities, city of austin, high frequency transit routes, multifamily, permits, residential units, single family",true
35ke-axbp,TRANSPORTATION.markings_specialty_line_dates,"Related table of specialty line markings dates. The work order ID originated from the roadway markings work orders and the contractor work order dataset that pulls from the Signs and Markings Operations Work Order tracking system. The work dates originate from data tracker or were collected in GIS prior to the association of work order IDs to specialty markings assets. Specialty markings include delineators, curbs, raised pavement marking lane separators, and concrete domes.

This dataset contains related records for the TRANSPORTATION.markings_specialty_line layer: https://data.austintexas.gov/Transportation-and-Mobility/TRANSPORTATION_markings_specialty_line/rczx-h2ey",https://data.austintexas.gov/d/35ke-axbp,Austin Transportation,dataset,Daily,Transportation and Public Works,,,Mobility,04/11/2025 02:21:25 AM,07/14/2023 10:44:16 AM,04/11/2025 02:21:24 AM,04/11/2025 02:21:25 AM,12/21/2023 12:27:17 PM,23,0,2,192,"10,861",,FME,,transportation.data@austintexas.gov,"atd, legends, marking, parking, pavement marking, line, roadway markings, raised pavement marking, rpm, delineators, channelizers, curbs, dates, concrete domes",true
5jd5-w6aw,M.B.1 - Percentage of household cost attributed to transportation,Internal,https://data.austintexas.gov/d/5jd5-w6aw,"City of Austin, Texas - data.austintexas.gov",story,Annually,Transportation and Public Works,Office of Performance Management,,,02/15/2023 02:11:07 PM,03/11/2021 02:50:00 PM,04/08/2025 11:36:17 AM,02/15/2023 02:11:07 PM,03/11/2021 02:51:13 PM,0,1,2,25,,,Manual,,transportation.data@austintexas.gov,,true
qfdt-ma2g,AMANDA_Street_Events,Amanda ROW Permits are polygon features created from Parcel boundaries and/or buffered Street Segment features assigned to Amanda ROW Permits.,https://data.austintexas.gov/d/qfdt-ma2g,"City of Austin, Texas - data.austintexas.gov",dataset,Daily,Transportation and Public Works,,,,04/08/2025 11:36:19 AM,11/11/2022 02:27:56 AM,04/08/2025 11:36:19 AM,04/08/2025 04:51:50 AM,11/11/2022 02:28:00 AM,16,0,5,111,78,,Other,,transportation.data@austintexas.gov,,true
t8gc-tuhu,North Lamar Boulevard,Landing page for the North Lamar Boulevard mobility project,https://data.austintexas.gov/d/t8gc-tuhu,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,08/11/2023 08:21:59 AM,04/15/2020 01:33:54 PM,04/08/2025 11:36:20 AM,08/11/2023 08:21:59 AM,04/24/2020 03:59:10 PM,0,1,2,178,,,,,TPW Legacy CPO (Transportation Public Works),,true
sgv2-7xw2,Traffic Signal Projects,** This dataset is currently under construction and subject to change at any time. The records in this dataset do not reflect actual business records and have been created for demonstration purposes only **,https://data.austintexas.gov/d/sgv2-7xw2,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Arterial Management Division,,,04/08/2025 11:36:22 AM,09/13/2021 10:32:51 PM,04/08/2025 11:36:22 AM,09/13/2021 10:40:33 PM,09/13/2021 10:35:16 PM,24,0,3,53,117,,Manual,,transportation.data@austintexas.gov,,true
9bn4-gs6d,Strategic Measure_Change in speed of estimated transit travel by type,"This dataset supports measure M.A.5.a of SD 2023.
The source of the data is the Capital Metropolitan Transportation Authority.
Each row displays the average speed for bus transit for that year by type. This dataset can be used to know more about average speed trends for bus transit in Austin. View more details and insights related to this measure on the story page: https://data.austintexas.gov/stories/s/Change-in-average-MetroBus-travel-speed/xxgc-8j6n/",https://data.austintexas.gov/d/9bn4-gs6d,"City of Austin, Texas - data.austintexas.gov",dataset,Annually,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:36:25 AM,12/04/2020 02:28:16 PM,04/08/2025 11:36:25 AM,05/04/2023 09:58:32 AM,12/04/2020 03:00:11 PM,19,0,2,43,21,,Manual,,transportation.data@austintexas.gov,"austin transportation department, capital metropolitan transportation authority, city of austin, transit",true
b74i-75y6,Over The Street Banner Locations,"""This feature layer shows the City of Austin's identified over-the-street banner supports that are used in our Street Banner Program. *Locations subject to change without notice*

Street Banner Program - www.atxbanners.org
Community groups and event organizers use Street Banners as a cost-effective, high-impact, place-based tool for engaging the public, promoting events, raising awareness, and communicating key messages.

Over-the-Street Banners
Over-the-street banners reach thousands of people daily on high-visibility roadways. They offer an affordable way for nonprofits to raise awareness for their mission, get people out to events, and raise funds for charitable causes.""",https://data.austintexas.gov/d/b74i-75y6,"City of Austin, Texas - data.austintexas.gov",href,As needed,Transportation and Public Works,Signs and Markings,,,04/08/2025 11:36:26 AM,06/03/2016 01:16:23 PM,04/08/2025 11:36:26 AM,06/03/2016 01:16:23 PM,06/03/2016 01:18:25 PM,0,1,3,118,,,Manual,,transportation.data@austintexas.gov,"banners, banner supports, mobility, over the street banners, transit, transportation",true
hejg-whp6,Traffic Signals on Flash,"A view of the traffic signal status dataset only showing those signals that are currently on flash or all dark. Formatted to match the requirements of the Waze CIFS specification.

https://developers.google.com/waze/data-feed/cifs-specification",https://data.austintexas.gov/d/hejg-whp6,"City of Austin, Texas - data.austintexas.gov",filter,Multiple per day,Transportation and Public Works,Arterial Management Division,,,04/10/2025 10:10:21 PM,12/11/2023 11:20:55 AM,04/08/2025 11:36:33 AM,04/10/2025 10:10:21 PM,12/11/2023 11:34:22 AM,31,0,2,162,,,SodaPY,,transportation.data@austintexas.gov,"incidents, traffic, traffic signals",true
